Incident_ID,Date,Location,Department,Object_Type,Severity,Incident_Count,Shift,Inspection_Type,Weather_Condition
23594,2025-09-10 01:00:00,Assembly Line,Quality,Metal Scrap,Low,3,Evening,Routine,Clear
23595,2025-09-10 02:00:00,Hangar,Production,Tools,Low,8,Evening,Routine,Dusty
23596,2025-09-10 03:00:00,Warehouse,Production,Metal Scrap,Low,1,Morning,Random,Humid
23597,2025-09-10 04:00:00,Taxiway,Maintenance,Tools,Low,1,Evening,Routine,Clear
23598,2025-09-10 05:00:00,Warehouse,Logistics,Metal Scrap,Medium,4,Night,Routine,Clear
23599,2025-09-10 06:00:00,Warehouse,Logistics,Metal Scrap,Medium,1,Morning,Random,Humid
23600,2025-09-10 07:00:00,Runway,Maintenance,Metal Scrap,High,1,Night,Routine,Humid
23601,2025-09-10 08:00:00,Runway,Production,Metal Scrap,Low,1,Night,Routine,Clear
23602,2025-09-10 09:00:00,Taxiway,Logistics,Metal Scrap,Low,3,Evening,Random,Clear
23603,2025-09-10 10:00:00,Hangar,Quality,Tools,High,1,Night,Routine,Clear
23604,2025-09-10 11:00:00,Runway,Quality,Metal Scrap,Low,1,Morning,Audit,Clear
23605,2025-09-10 12:00:00,Assembly Line,Maintenance,Rubber,High,2,Evening,Routine,Clear
23606,2025-09-10 13:00:00,Taxiway,Quality,Tools,Low,3,Evening,Routine,Rainy
23607,2025-09-10 14:00:00,Warehouse,Maintenance,Tools,Low,1,Morning,Random,Humid
23608,2025-09-10 15:00:00,Taxiway,Quality,Metal Scrap,Low,1,Night,Routine,Clear
23609,2025-09-10 16:00:00,Runway,Quality,Rubber,Low,2,Morning,Routine,Clear
23610,2025-09-10 17:00:00,Hangar,Quality,Rubber,Low,2,Morning,Random,Dusty
23611,2025-09-10 18:00:00,Warehouse,Maintenance,Metal Scrap,Medium,4,Morning,Audit,Clear
23612,2025-09-10 19:00:00,Hangar,Logistics,Plastic,Low,3,Morning,Routine,Rainy
23613,2025-09-10 20:00:00,Taxiway,Maintenance,Metal Scrap,High,4,Evening,Random,Dusty
23614,2025-09-10 21:00:00,Hangar,Production,Tools,Low,4,Morning,Random,Humid
23615,2025-09-10 22:00:00,Hangar,Production,Rubber,Low,4,Morning,Routine,Clear
23616,2025-09-10 23:00:00,Taxiway,Quality,Rubber,Low,4,Night,Routine,Dusty
23617,2025-09-11 00:00:00,Warehouse,Quality,Metal Scrap,Medium,1,Morning,Routine,Clear
23618,2025-09-11 01:00:00,Hangar,Logistics,Rubber,Medium,2,Morning,Audit,Clear
23619,2025-09-11 02:00:00,Hangar,Logistics,Metal Scrap,Low,2,Night,Routine,Dusty
23620,2025-09-11 03:00:00,Taxiway,Logistics,Rubber,High,1,Morning,Routine,Clear
23621,2025-09-11 04:00:00,Assembly Line,Quality,Plastic,Low,1,Morning,Random,Humid
23622,2025-09-11 05:00:00,Hangar,Maintenance,Rubber,Low,5,Morning,Random,Dusty
23623,2025-09-11 06:00:00,Runway,Quality,Tools,Low,5,Evening,Audit,Dusty
23624,2025-09-11 07:00:00,Warehouse,Production,Rubber,Medium,2,Evening,Routine,Dusty
23625,2025-09-11 08:00:00,Hangar,Quality,Rubber,High,1,Morning,Audit,Clear
23626,2025-09-11 09:00:00,Taxiway,Logistics,Metal Scrap,Medium,3,Morning,Audit,Dusty
23627,2025-09-11 10:00:00,Runway,Production,Metal Scrap,Low,2,Morning,Routine,Humid
23628,2025-09-11 11:00:00,Taxiway,Quality,Tools,Medium,3,Evening,Routine,Clear
23629,2025-09-11 12:00:00,Hangar,Logistics,Tools,Medium,1,Evening,Routine,Humid
23630,2025-09-11 13:00:00,Runway,Quality,Metal Scrap,Medium,1,Morning,Routine,Humid
23631,2025-09-11 14:00:00,Warehouse,Quality,Tools,Low,2,Morning,Routine,Clear
23632,2025-09-11 15:00:00,Warehouse,Logistics,Metal Scrap,Low,2,Morning,Random,Dusty
23633,2025-09-11 16:00:00,Warehouse,Production,Tools,Low,3,Night,Random,Clear
23634,2025-09-11 17:00:00,Assembly Line,Production,Plastic,Low,4,Morning,Random,Clear
23635,2025-09-11 18:00:00,Taxiway,Maintenance,Tools,Medium,4,Morning,Random,Clear
23636,2025-09-11 19:00:00,Hangar,Production,Metal Scrap,Low,2,Night,Audit,Clear
23637,2025-09-11 20:00:00,Runway,Quality,Metal Scrap,Low,2,Evening,Random,Clear
23638,2025-09-11 21:00:00,Taxiway,Logistics,Metal Scrap,Low,2,Night,Audit,Clear
23639,2025-09-11 22:00:00,Hangar,Production,Metal Scrap,Medium,1,Evening,Routine,Clear
23640,2025-09-11 23:00:00,Assembly Line,Quality,Metal Scrap,Low,2,Night,Routine,Clear
23641,2025-09-12 00:00:00,Hangar,Quality,Plastic,High,2,Morning,Audit,Humid
23642,2025-09-12 01:00:00,Taxiway,Production,Metal Scrap,Medium,2,Morning,Audit,Dusty
23643,2025-09-12 02:00:00,Hangar,Logistics,Metal Scrap,Low,1,Morning,Random,Humid
23644,2025-09-12 03:00:00,Runway,Logistics,Rubber,Low,3,Night,Audit,Rainy
23645,2025-09-12 04:00:00,Assembly Line,Maintenance,Metal Scrap,Low,2,Evening,Routine,Dusty
23646,2025-09-12 05:00:00,Runway,Logistics,Metal Scrap,Medium,4,Night,Routine,Humid
23647,2025-09-12 06:00:00,Assembly Line,Logistics,Tools,Low,1,Evening,Routine,Clear
23648,2025-09-12 07:00:00,Assembly Line,Production,Tools,Medium,2,Evening,Random,Humid
23649,2025-09-12 08:00:00,Hangar,Production,Metal Scrap,Low,2,Evening,Routine,Clear
23650,2025-09-12 09:00:00,Runway,Quality,Tools,Low,6,Evening,Routine,Rainy
23651,2025-09-12 10:00:00,Assembly Line,Production,Plastic,Low,1,Morning,Audit,Dusty
23652,2025-09-12 11:00:00,Assembly Line,Maintenance,Tools,Medium,1,Evening,Routine,Rainy
23653,2025-09-12 12:00:00,Hangar,Quality,Rubber,Medium,3,Morning,Random,Clear
23654,2025-09-12 13:00:00,Taxiway,Logistics,Glass,High,3,Night,Routine,Clear
23655,2025-09-12 14:00:00,Taxiway,Production,Tools,Low,1,Evening,Routine,Clear
23656,2025-09-12 15:00:00,Warehouse,Maintenance,Glass,Medium,2,Morning,Routine,Clear
23657,2025-09-12 16:00:00,Warehouse,Quality,Plastic,Low,4,Morning,Routine,Rainy
23658,2025-09-12 17:00:00,Assembly Line,Maintenance,Tools,High,5,Evening,Routine,Dusty
23659,2025-09-12 18:00:00,Taxiway,Maintenance,Rubber,Low,2,Evening,Random,Clear
23660,2025-09-12 19:00:00,Assembly Line,Logistics,Glass,Low,2,Morning,Routine,Dusty
23661,2025-09-12 20:00:00,Runway,Quality,Glass,High,3,Morning,Routine,Clear
23662,2025-09-12 21:00:00,Taxiway,Production,Plastic,Low,2,Evening,Routine,Clear
23663,2025-09-12 22:00:00,Taxiway,Logistics,Tools,Medium,2,Morning,Routine,Clear
23664,2025-09-12 23:00:00,Taxiway,Maintenance,Metal Scrap,Medium,1,Morning,Random,Clear
23665,2025-09-13 00:00:00,Warehouse,Quality,Tools,Low,2,Evening,Routine,Clear
23666,2025-09-13 01:00:00,Hangar,Logistics,Plastic,Low,3,Evening,Audit,Clear
23667,2025-09-13 02:00:00,Hangar,Production,Metal Scrap,Low,6,Morning,Audit,Clear
23668,2025-09-13 03:00:00,Warehouse,Maintenance,Metal Scrap,Low,4,Evening,Random,Clear
23669,2025-09-13 04:00:00,Warehouse,Quality,Tools,Low,4,Morning,Routine,Rainy
23670,2025-09-13 05:00:00,Warehouse,Logistics,Plastic,High,1,Morning,Routine,Clear
23671,2025-09-13 06:00:00,Hangar,Logistics,Plastic,Medium,6,Morning,Routine,Clear
23672,2025-09-13 07:00:00,Assembly Line,Maintenance,Tools,Medium,7,Night,Audit,Clear
23673,2025-09-13 08:00:00,Warehouse,Logistics,Rubber,High,1,Evening,Audit,Rainy
23674,2025-09-13 09:00:00,Assembly Line,Production,Tools,Medium,4,Morning,Audit,Clear
23675,2025-09-13 10:00:00,Assembly Line,Production,Plastic,High,3,Evening,Routine,Clear
23676,2025-09-13 11:00:00,Runway,Production,Plastic,Low,2,Evening,Audit,Clear
23677,2025-09-13 12:00:00,Hangar,Quality,Rubber,Low,1,Evening,Routine,Clear
23678,2025-09-13 13:00:00,Assembly Line,Logistics,Rubber,Low,2,Morning,Random,Clear
23679,2025-09-13 14:00:00,Hangar,Production,Glass,Low,2,Morning,Random,Humid
23680,2025-09-13 15:00:00,Hangar,Production,Tools,Medium,1,Evening,Audit,Clear
23681,2025-09-13 16:00:00,Runway,Quality,Metal Scrap,Low,4,Evening,Routine,Dusty
23682,2025-09-13 17:00:00,Hangar,Logistics,Plastic,Low,5,Morning,Random,Dusty
23683,2025-09-13 18:00:00,Assembly Line,Production,Rubber,Low,2,Evening,Random,Dusty
23684,2025-09-13 19:00:00,Taxiway,Production,Metal Scrap,Low,3,Morning,Routine,Clear
23685,2025-09-13 20:00:00,Assembly Line,Production,Metal Scrap,Low,4,Morning,Audit,Dusty
23686,2025-09-13 21:00:00,Assembly Line,Quality,Rubber,Low,1,Night,Random,Clear
23687,2025-09-13 22:00:00,Hangar,Logistics,Plastic,Medium,3,Night,Random,Clear
23688,2025-09-13 23:00:00,Assembly Line,Production,Plastic,Low,3,Morning,Routine,Dusty
23689,2025-09-14 00:00:00,Taxiway,Maintenance,Tools,Low,1,Night,Audit,Dusty
23690,2025-09-14 01:00:00,Hangar,Quality,Tools,Low,4,Morning,Audit,Clear
23691,2025-09-14 02:00:00,Warehouse,Maintenance,Rubber,Low,3,Evening,Routine,Humid
23692,2025-09-14 03:00:00,Assembly Line,Logistics,Tools,Low,1,Evening,Audit,Clear
23693,2025-09-14 04:00:00,Assembly Line,Quality,Tools,Low,3,Evening,Routine,Humid
23694,2025-09-14 05:00:00,Runway,Quality,Plastic,Low,2,Evening,Routine,Clear
23695,2025-09-14 06:00:00,Warehouse,Quality,Metal Scrap,Medium,3,Evening,Routine,Clear
23696,2025-09-14 07:00:00,Warehouse,Logistics,Tools,High,3,Morning,Routine,Humid
23697,2025-09-14 08:00:00,Taxiway,Maintenance,Metal Scrap,Low,1,Evening,Routine,Clear
23698,2025-09-14 09:00:00,Warehouse,Production,Metal Scrap,Low,1,Morning,Random,Rainy
23699,2025-09-14 10:00:00,Runway,Logistics,Plastic,Low,2,Evening,Routine,Clear
23700,2025-09-14 11:00:00,Taxiway,Production,Tools,Low,4,Evening,Random,Dusty
23701,2025-09-14 12:00:00,Warehouse,Production,Rubber,Medium,7,Morning,Routine,Clear
23702,2025-09-14 13:00:00,Taxiway,Production,Tools,Low,4,Evening,Routine,Clear
23703,2025-09-14 14:00:00,Warehouse,Quality,Metal Scrap,Low,2,Night,Random,Dusty
23704,2025-09-14 15:00:00,Warehouse,Quality,Tools,Low,2,Night,Routine,Clear
23705,2025-09-14 16:00:00,Warehouse,Maintenance,Metal Scrap,Medium,2,Morning,Random,Dusty
23706,2025-09-14 17:00:00,Assembly Line,Logistics,Rubber,Low,1,Morning,Routine,Dusty
23707,2025-09-14 18:00:00,Warehouse,Production,Tools,Low,1,Night,Routine,Clear
23708,2025-09-14 19:00:00,Assembly Line,Logistics,Tools,Low,1,Evening,Audit,Humid
23709,2025-09-14 20:00:00,Hangar,Logistics,Tools,Low,4,Evening,Routine,Clear
23710,2025-09-14 21:00:00,Runway,Logistics,Tools,Low,6,Morning,Routine,Humid
23711,2025-09-14 22:00:00,Taxiway,Quality,Metal Scrap,Medium,5,Morning,Routine,Humid
23712,2025-09-14 23:00:00,Taxiway,Production,Tools,Medium,4,Evening,Random,Dusty
23713,2025-09-15 00:00:00,Hangar,Production,Plastic,Low,1,Night,Routine,Clear
23714,2025-09-15 01:00:00,Warehouse,Logistics,Tools,Medium,3,Night,Routine,Humid
23715,2025-09-15 02:00:00,Runway,Maintenance,Tools,Low,5,Evening,Random,Humid
23716,2025-09-15 03:00:00,Hangar,Quality,Rubber,Low,2,Morning,Audit,Dusty
23717,2025-09-15 04:00:00,Hangar,Logistics,Tools,Low,1,Morning,Routine,Humid
23718,2025-09-15 05:00:00,Taxiway,Logistics,Tools,Medium,2,Morning,Random,Rainy
23719,2025-09-15 06:00:00,Assembly Line,Production,Metal Scrap,Low,2,Night,Random,Humid
23720,2025-09-15 07:00:00,Assembly Line,Maintenance,Tools,Low,5,Night,Random,Clear
23721,2025-09-15 08:00:00,Warehouse,Logistics,Metal Scrap,Low,1,Evening,Routine,Clear
23722,2025-09-15 09:00:00,Warehouse,Maintenance,Tools,Low,4,Night,Routine,Humid
23723,2025-09-15 10:00:00,Hangar,Production,Rubber,Medium,2,Morning,Routine,Clear
23724,2025-09-15 11:00:00,Warehouse,Production,Metal Scrap,Low,1,Morning,Random,Dusty
23725,2025-09-15 12:00:00,Assembly Line,Logistics,Plastic,High,2,Night,Random,Dusty
23726,2025-09-15 13:00:00,Runway,Maintenance,Tools,Medium,1,Morning,Random,Humid
23727,2025-09-15 14:00:00,Taxiway,Logistics,Metal Scrap,Medium,5,Night,Routine,Clear
23728,2025-09-15 15:00:00,Assembly Line,Logistics,Glass,Low,1,Evening,Routine,Clear
23729,2025-09-15 16:00:00,Warehouse,Logistics,Metal Scrap,High,5,Evening,Routine,Humid
23730,2025-09-15 17:00:00,Taxiway,Logistics,Metal Scrap,Low,1,Morning,Random,Clear
23731,2025-09-15 18:00:00,Taxiway,Maintenance,Tools,Medium,1,Morning,Routine,Clear
23732,2025-09-15 19:00:00,Hangar,Logistics,Rubber,Medium,5,Evening,Random,Rainy
23733,2025-09-15 20:00:00,Warehouse,Production,Tools,Medium,3,Evening,Routine,Clear
23734,2025-09-15 21:00:00,Hangar,Production,Rubber,Medium,1,Evening,Random,Humid
23735,2025-09-15 22:00:00,Taxiway,Maintenance,Tools,Low,3,Evening,Audit,Clear
23736,2025-09-15 23:00:00,Hangar,Logistics,Metal Scrap,Low,2,Morning,Audit,Clear
23737,2025-09-16 00:00:00,Warehouse,Logistics,Tools,Low,3,Night,Audit,Clear
23738,2025-09-16 01:00:00,Assembly Line,Quality,Metal Scrap,Low,4,Evening,Audit,Humid
23739,2025-09-16 02:00:00,Runway,Logistics,Metal Scrap,Medium,3,Evening,Routine,Humid
23740,2025-09-16 03:00:00,Assembly Line,Maintenance,Metal Scrap,Low,7,Evening,Routine,Humid
23741,2025-09-16 04:00:00,Taxiway,Maintenance,Metal Scrap,Medium,3,Morning,Random,Rainy
23742,2025-09-16 05:00:00,Assembly Line,Quality,Metal Scrap,Low,2,Morning,Audit,Clear
23743,2025-09-16 06:00:00,Hangar,Production,Tools,Low,2,Evening,Routine,Clear
23744,2025-09-16 07:00:00,Warehouse,Maintenance,Metal Scrap,Low,1,Night,Random,Clear
23745,2025-09-16 08:00:00,Assembly Line,Logistics,Metal Scrap,Low,3,Night,Routine,Rainy
23746,2025-09-16 09:00:00,Assembly Line,Logistics,Metal Scrap,Medium,3,Night,Routine,Rainy
23747,2025-09-16 10:00:00,Warehouse,Production,Rubber,High,3,Evening,Routine,Clear
23748,2025-09-16 11:00:00,Hangar,Quality,Tools,Low,6,Night,Routine,Clear
23749,2025-09-16 12:00:00,Runway,Maintenance,Tools,Low,5,Evening,Routine,Clear
23750,2025-09-16 13:00:00,Assembly Line,Logistics,Tools,Medium,2,Morning,Random,Clear
23751,2025-09-16 14:00:00,Taxiway,Production,Tools,Low,1,Morning,Routine,Dusty
23752,2025-09-16 15:00:00,Hangar,Production,Metal Scrap,Low,2,Morning,Random,Dusty
23753,2025-09-16 16:00:00,Hangar,Production,Tools,High,3,Morning,Routine,Humid
23754,2025-09-16 17:00:00,Assembly Line,Logistics,Rubber,Low,1,Night,Routine,Rainy
23755,2025-09-16 18:00:00,Warehouse,Production,Tools,Low,1,Morning,Random,Dusty
23756,2025-09-16 19:00:00,Assembly Line,Production,Rubber,High,4,Morning,Routine,Dusty
23757,2025-09-16 20:00:00,Assembly Line,Production,Metal Scrap,Medium,4,Morning,Routine,Humid
23758,2025-09-16 21:00:00,Warehouse,Maintenance,Rubber,Medium,3,Morning,Random,Clear
23759,2025-09-16 22:00:00,Taxiway,Logistics,Plastic,Low,2,Night,Random,Dusty
23760,2025-09-16 23:00:00,Warehouse,Maintenance,Plastic,Medium,2,Evening,Audit,Clear
23761,2025-09-17 00:00:00,Assembly Line,Quality,Tools,Low,1,Night,Random,Clear
23762,2025-09-17 01:00:00,Runway,Production,Metal Scrap,Low,2,Evening,Routine,Clear
23763,2025-09-17 02:00:00,Warehouse,Logistics,Plastic,Low,1,Evening,Routine,Clear
23764,2025-09-17 03:00:00,Taxiway,Quality,Tools,Low,3,Evening,Audit,Clear
23765,2025-09-17 04:00:00,Warehouse,Maintenance,Metal Scrap,Medium,1,Night,Random,Clear
23766,2025-09-17 05:00:00,Warehouse,Quality,Metal Scrap,Low,3,Morning,Audit,Humid
23767,2025-09-17 06:00:00,Hangar,Maintenance,Tools,Medium,1,Evening,Routine,Clear
23768,2025-09-17 07:00:00,Hangar,Logistics,Glass,High,6,Evening,Routine,Clear
23769,2025-09-17 08:00:00,Assembly Line,Maintenance,Tools,Medium,4,Morning,Routine,Clear
23770,2025-09-17 09:00:00,Assembly Line,Quality,Metal Scrap,High,2,Night,Routine,Clear
23771,2025-09-17 10:00:00,Warehouse,Maintenance,Rubber,Low,3,Morning,Audit,Clear
23772,2025-09-17 11:00:00,Runway,Maintenance,Metal Scrap,Medium,2,Morning,Routine,Dusty
23773,2025-09-17 12:00:00,Assembly Line,Quality,Metal Scrap,Low,2,Evening,Random,Clear
23774,2025-09-17 13:00:00,Warehouse,Quality,Tools,Medium,1,Night,Routine,Clear
23775,2025-09-17 14:00:00,Warehouse,Production,Metal Scrap,Low,4,Evening,Routine,Clear
23776,2025-09-17 15:00:00,Warehouse,Quality,Tools,Medium,2,Evening,Random,Humid
23777,2025-09-17 16:00:00,Warehouse,Maintenance,Metal Scrap,Low,5,Night,Routine,Clear
23778,2025-09-17 17:00:00,Warehouse,Logistics,Plastic,Low,4,Morning,Audit,Clear
23779,2025-09-17 18:00:00,Hangar,Logistics,Metal Scrap,Low,2,Morning,Audit,Clear
23780,2025-09-17 19:00:00,Taxiway,Production,Rubber,Low,3,Morning,Routine,Dusty
23781,2025-09-17 20:00:00,Taxiway,Maintenance,Plastic,Medium,3,Night,Random,Clear
23782,2025-09-17 21:00:00,Warehouse,Quality,Rubber,Low,2,Morning,Random,Clear
23783,2025-09-17 22:00:00,Assembly Line,Maintenance,Metal Scrap,Medium,4,Morning,Random,Clear
23784,2025-09-17 23:00:00,Runway,Quality,Tools,Medium,2,Morning,Random,Humid
23785,2025-09-18 00:00:00,Warehouse,Quality,Plastic,Medium,2,Night,Audit,Dusty
23786,2025-09-18 01:00:00,Runway,Quality,Rubber,Low,1,Morning,Random,Clear
23787,2025-09-18 02:00:00,Hangar,Production,Tools,Low,1,Evening,Routine,Humid
23788,2025-09-18 03:00:00,Taxiway,Quality,Glass,Medium,4,Morning,Routine,Clear
23789,2025-09-18 04:00:00,Hangar,Maintenance,Metal Scrap,Low,4,Morning,Random,Clear
23790,2025-09-18 05:00:00,Assembly Line,Production,Tools,Low,5,Morning,Audit,Clear
23791,2025-09-18 06:00:00,Assembly Line,Production,Metal Scrap,High,7,Night,Random,Clear
23792,2025-09-18 07:00:00,Warehouse,Logistics,Metal Scrap,Low,6,Night,Routine,Humid
23793,2025-09-18 08:00:00,Assembly Line,Production,Metal Scrap,Low,2,Night,Random,Clear
23794,2025-09-18 09:00:00,Assembly Line,Maintenance,Plastic,Low,7,Night,Routine,Rainy
23795,2025-09-18 10:00:00,Hangar,Logistics,Tools,High,3,Evening,Audit,Rainy
23796,2025-09-18 11:00:00,Runway,Quality,Metal Scrap,Low,1,Evening,Random,Clear
23797,2025-09-18 12:00:00,Taxiway,Logistics,Metal Scrap,High,4,Night,Random,Humid
23798,2025-09-18 13:00:00,Assembly Line,Production,Rubber,Medium,3,Morning,Routine,Clear
23799,2025-09-18 14:00:00,Assembly Line,Quality,Metal Scrap,Medium,2,Night,Random,Clear
23800,2025-09-18 15:00:00,Hangar,Quality,Metal Scrap,Low,4,Morning,Random,Clear
23801,2025-09-18 16:00:00,Taxiway,Maintenance,Metal Scrap,Low,3,Morning,Random,Clear
23802,2025-09-18 17:00:00,Hangar,Production,Metal Scrap,Low,5,Night,Random,Humid
23803,2025-09-18 18:00:00,Runway,Maintenance,Metal Scrap,Low,3,Night,Routine,Dusty
23804,2025-09-18 19:00:00,Hangar,Production,Metal Scrap,Low,4,Night,Routine,Clear
23805,2025-09-18 20:00:00,Taxiway,Production,Metal Scrap,Medium,2,Morning,Audit,Humid
23806,2025-09-18 21:00:00,Taxiway,Quality,Tools,Low,5,Morning,Random,Dusty
23807,2025-09-18 22:00:00,Assembly Line,Quality,Plastic,Low,1,Morning,Routine,Clear
23808,2025-09-18 23:00:00,Runway,Logistics,Metal Scrap,High,4,Morning,Routine,Clear
23809,2025-09-19 00:00:00,Warehouse,Production,Metal Scrap,Low,6,Evening,Random,Clear
23810,2025-09-19 01:00:00,Assembly Line,Production,Plastic,Low,1,Night,Routine,Clear
23811,2025-09-19 02:00:00,Hangar,Quality,Metal Scrap,Low,5,Morning,Audit,Dusty
23812,2025-09-19 03:00:00,Hangar,Production,Plastic,Medium,2,Evening,Random,Clear
23813,2025-09-19 04:00:00,Taxiway,Production,Tools,Low,8,Night,Random,Clear
23814,2025-09-19 05:00:00,Taxiway,Production,Rubber,Medium,6,Night,Random,Clear
23815,2025-09-19 06:00:00,Taxiway,Maintenance,Metal Scrap,Low,5,Night,Routine,Clear
23816,2025-09-19 07:00:00,Warehouse,Logistics,Plastic,Medium,3,Morning,Routine,Clear
23817,2025-09-19 08:00:00,Warehouse,Logistics,Tools,Medium,8,Night,Random,Clear
23818,2025-09-19 09:00:00,Assembly Line,Production,Tools,Low,1,Evening,Random,Dusty
23819,2025-09-19 10:00:00,Warehouse,Production,Metal Scrap,Medium,1,Night,Routine,Humid
23820,2025-09-19 11:00:00,Taxiway,Quality,Metal Scrap,Low,5,Night,Routine,Dusty
23821,2025-09-19 12:00:00,Assembly Line,Logistics,Plastic,Low,2,Morning,Routine,Clear
23822,2025-09-19 13:00:00,Assembly Line,Logistics,Metal Scrap,Medium,3,Night,Audit,Dusty
23823,2025-09-19 14:00:00,Runway,Quality,Tools,Low,5,Evening,Routine,Clear
23824,2025-09-19 15:00:00,Warehouse,Logistics,Metal Scrap,Low,4,Morning,Routine,Dusty
23825,2025-09-19 16:00:00,Hangar,Maintenance,Tools,Medium,4,Evening,Routine,Humid
23826,2025-09-19 17:00:00,Hangar,Quality,Metal Scrap,Low,5,Morning,Routine,Clear
23827,2025-09-19 18:00:00,Runway,Production,Tools,Medium,1,Evening,Audit,Dusty
23828,2025-09-19 19:00:00,Taxiway,Maintenance,Rubber,Medium,1,Night,Routine,Humid
23829,2025-09-19 20:00:00,Runway,Logistics,Metal Scrap,Low,5,Morning,Audit,Humid
23830,2025-09-19 21:00:00,Taxiway,Production,Rubber,Low,4,Night,Audit,Clear
23831,2025-09-19 22:00:00,Warehouse,Logistics,Metal Scrap,Low,6,Evening,Routine,Humid
23832,2025-09-19 23:00:00,Warehouse,Logistics,Tools,Low,1,Evening,Audit,Humid
23833,2025-09-20 00:00:00,Assembly Line,Production,Metal Scrap,Medium,7,Morning,Random,Clear
23834,2025-09-20 01:00:00,Assembly Line,Production,Tools,Low,1,Night,Routine,Humid
23835,2025-09-20 02:00:00,Assembly Line,Maintenance,Tools,Low,1,Evening,Random,Dusty
23836,2025-09-20 03:00:00,Assembly Line,Logistics,Plastic,Medium,2,Night,Audit,Dusty
23837,2025-09-20 04:00:00,Hangar,Quality,Rubber,Low,4,Evening,Random,Clear
23838,2025-09-20 05:00:00,Assembly Line,Quality,Rubber,Low,2,Night,Routine,Clear
23839,2025-09-20 06:00:00,Assembly Line,Quality,Metal Scrap,High,3,Evening,Routine,Clear
23840,2025-09-20 07:00:00,Assembly Line,Logistics,Metal Scrap,High,1,Evening,Routine,Clear
23841,2025-09-20 08:00:00,Taxiway,Logistics,Rubber,Medium,1,Night,Routine,Rainy
23842,2025-09-20 09:00:00,Assembly Line,Production,Metal Scrap,Low,5,Morning,Routine,Clear
23843,2025-09-20 10:00:00,Runway,Maintenance,Rubber,Medium,1,Evening,Audit,Dusty
23844,2025-09-20 11:00:00,Assembly Line,Logistics,Metal Scrap,High,2,Morning,Routine,Dusty
23845,2025-09-20 12:00:00,Assembly Line,Quality,Glass,Medium,7,Morning,Audit,Humid
23846,2025-09-20 13:00:00,Hangar,Logistics,Metal Scrap,Low,1,Night,Audit,Rainy
23847,2025-09-20 14:00:00,Assembly Line,Maintenance,Metal Scrap,Low,3,Night,Audit,Clear
23848,2025-09-20 15:00:00,Taxiway,Logistics,Tools,Low,4,Evening,Random,Rainy
23849,2025-09-20 16:00:00,Warehouse,Maintenance,Plastic,Low,2,Morning,Random,Rainy
23850,2025-09-20 17:00:00,Assembly Line,Production,Tools,Low,4,Morning,Random,Clear
23851,2025-09-20 18:00:00,Assembly Line,Maintenance,Plastic,Low,3,Night,Routine,Humid
23852,2025-09-20 19:00:00,Assembly Line,Quality,Rubber,Low,1,Morning,Routine,Clear
23853,2025-09-20 20:00:00,Hangar,Logistics,Plastic,Low,2,Morning,Routine,Clear
23854,2025-09-20 21:00:00,Warehouse,Logistics,Rubber,Low,5,Night,Routine,Humid
23855,2025-09-20 22:00:00,Hangar,Quality,Metal Scrap,Low,2,Night,Random,Clear
23856,2025-09-20 23:00:00,Hangar,Maintenance,Metal Scrap,Medium,4,Morning,Random,Clear
23857,2025-09-21 00:00:00,Hangar,Logistics,Tools,Low,5,Morning,Random,Clear
23858,2025-09-21 01:00:00,Taxiway,Logistics,Plastic,Low,3,Morning,Audit,Clear
23859,2025-09-21 02:00:00,Warehouse,Maintenance,Metal Scrap,Medium,3,Morning,Random,Clear
23860,2025-09-21 03:00:00,Taxiway,Maintenance,Metal Scrap,Low,1,Morning,Routine,Humid
23861,2025-09-21 04:00:00,Taxiway,Maintenance,Rubber,Low,2,Night,Routine,Dusty
23862,2025-09-21 05:00:00,Warehouse,Logistics,Metal Scrap,High,1,Morning,Routine,Clear
23863,2025-09-21 06:00:00,Taxiway,Quality,Tools,Medium,1,Evening,Audit,Dusty
23864,2025-09-21 07:00:00,Warehouse,Quality,Metal Scrap,Medium,1,Night,Audit,Clear
23865,2025-09-21 08:00:00,Assembly Line,Production,Plastic,Low,1,Evening,Routine,Clear
23866,2025-09-21 09:00:00,Hangar,Maintenance,Rubber,Low,3,Night,Routine,Clear
23867,2025-09-21 10:00:00,Taxiway,Quality,Metal Scrap,Low,6,Night,Routine,Rainy
23868,2025-09-21 11:00:00,Warehouse,Maintenance,Tools,High,2,Evening,Random,Clear
23869,2025-09-21 12:00:00,Runway,Logistics,Rubber,Low,2,Morning,Audit,Clear
23870,2025-09-21 13:00:00,Taxiway,Quality,Tools,Low,4,Morning,Routine,Dusty
23871,2025-09-21 14:00:00,Taxiway,Logistics,Plastic,Low,1,Morning,Routine,Clear
23872,2025-09-21 15:00:00,Warehouse,Production,Tools,High,6,Evening,Routine,Dusty
23873,2025-09-21 16:00:00,Runway,Quality,Plastic,Low,1,Morning,Routine,Clear
23874,2025-09-21 17:00:00,Runway,Quality,Glass,Medium,1,Morning,Random,Clear
23875,2025-09-21 18:00:00,Assembly Line,Production,Metal Scrap,Medium,1,Night,Audit,Clear
23876,2025-09-21 19:00:00,Taxiway,Maintenance,Metal Scrap,Low,6,Morning,Random,Dusty
23877,2025-09-21 20:00:00,Hangar,Quality,Glass,Low,3,Morning,Audit,Clear
23878,2025-09-21 21:00:00,Taxiway,Production,Metal Scrap,Low,3,Night,Routine,Dusty
